id,predicted
501769,3028 2757 6838
501770,2080 3780 1181
501771,6857 7962 1134
501772,6078 4859 7871
501773,258 4660 2031
501774,2358 1727 5318
501775,6894 7924 3552
501776,2216 3757 6124
501777,2642 5557 929
501778,680 7373 2679
501779,4055 2677 4834
501780,3131 4741 503
501781,3998 4505 194
501782,4434 1822 8029
501783,3753 1391 589
501784,5925 3655 2798
501785,5232 6352 4685
501786,5072 2220 7290
501787,2236 6367 4680
501788,3519 6708 6521
501789,965 5745 1640
501790,3261 6924 1425
501791,2923 2789 169
501792,7251 6265 2529
501793,3710 7325 3210
501794,3830 3300 3969
501795,5203 2559 4822
501796,5814 628 2142
501797,2131 3481 839
501798,2010 818 2027
501799,2506 6869 4147
501800,7300 321 4217
501801,1488 2618 3588
501802,3574 2384 5232
501803,3074 3220 4541
501804,7276 6852 3935
501805,1034 5414 5323
501806,7548 3006 705
501807,6382 3381 7386
501808,1870 6936 5739
501809,2283 2372 6196
501810,678 1339 493
501811,7083 7933 977
501812,5885 5616 691
501813,6356 2940 6225
501814,4031 1796 6896
501815,3910 3871 1269
501816,6441 6166 6950
501817,6578 3542 6890
501818,6771 2900 7034
501819,6847 3740 4472
501820,1505 4492 4448
501821,6746 5293 1375
501822,8028 7360 7627
501823,2636 7888 4934
501824,4736 1548 2553
501825,4478 3371 5818
501826,2442 6422 3624
501827,7819 4056 7727
501828,822 727 3145
501829,4331 3015 4740
501830,4244 78 828
501831,5737 7414 4482
501832,6206 1795 2078
501833,7843 2290 6892
501834,2948 866 1713
501835,4341 7808 3207
501836,7800 7057 1543
501837,1682 3982 1927
501838,3934 5893 1631
501839,4354 6678 1403
501840,1973 7736 4214
501841,2140 1903 1970
501842,3172 1032 2607
501843,5121 2585 4968
501844,7691 2746 3105
501845,4874 3406 2184
501846,7893 2581 3318
501847,3354 3187 2350
501848,6705 6989 1370
501849,2362 2086 5682
501850,1780 4478 6574
501851,5751 8071 4560
501852,7112 4879 6129
501853,4003 1801 7033
501854,3008 5670 7083
501855,4143 1583 139
501856,5998 448 1686
501857,4117 2353 5645
501858,7374 7068 1454
501859,4140 3179 3639
501860,3291 3878 2142
501861,3461 3761 10
501862,2537 4707 7358
501863,7561 6560 3486
501864,3209 5559 5984
501865,1342 194 2328
501866,4099 8030 7499
501867,4877 7258 2734
501868,2563 3865 3229
501869,2691 643 2627
501870,4708 97 798
501871,1905 3918 2476
501872,1795 5327 8048
501873,3716 6498 6332
501874,7348 3590 7006
501875,6160 7813 251
501876,350 4550 1805
501877,6157 3359 393
501878,3665 148 7347
501879,7892 6180 4994
501880,7881 6424 6154
501881,6567 8041 4958
501882,6464 1155 3810
501883,2302 7831 3208
501884,7202 142 4182
501885,89 3670 3285
501886,3539 3020 4384
501887,4980 1384 1367
501888,3553 6912 2861
501889,2395 1981 5262
501890,3432 4845 7104
501891,4580 6080 4520
501892,1851 3966 1420
501893,893 1943 1913
501894,7381 6796 3424
501895,4962 7215 6224
501896,7206 7047 1595
501897,2155 751 7644
501898,5974 1620 1338
501899,7579 1885 4487
501900,3038 4140 2358
501901,2902 2526 544
501902,1335 2749 6948
501903,6641 2147 7936
501904,3889 3479 1727
501905,7917 1355 2569
501906,1098 8130 3775
501907,641 2367 6916
501908,1381 4193 6204
501909,2024 5410 5809
501910,874 2172 823
501911,6317 3509 2554
501912,6617 2311 7630
501913,6477 422 1887
501914,7172 1003 2221
501915,69 1528 3528
501916,5612 1141 7244
501917,433 6659 6559
501918,7619 1854 3791
501919,5142 5744 6800
501920,3185 7346 682
501921,4984 2546 6844
501922,6605 1356 2064
501923,4210 2487 5367
501924,7976 2238 1961
501925,6250 7423 931
501926,3537 6605 6182
501927,3376 919 7213
501928,3463 2918 456
501929,7586 2021 5123
501930,7270 3195 7570
501931,1678 6650 2601
501932,1603 7466 5198
501933,3262 1148 4612
501934,8044 5091 3841
501935,6635 4384 219
501936,1127 3894 2785
501937,1785 1178 5766
501938,4994 8089 3645
501939,7340 365 6854
501940,2091 6556 6272
501941,4012 1540 1299
501942,2145 3241 6468
501943,4132 2589 4780
501944,2847 7293 5204
501945,405 3359 3468
501946,2854 1439 8127
501947,799 3703 5590
501948,2835 137 7234
501949,4323 2966 608
501950,5497 2499 3984
501951,1229 7540 3338
501952,5626 5259 5298
501953,1888 7546 5978
501954,5236 660 3500
501955,4674 8018 668
501956,5064 459 143
501957,2223 350 5450
501958,5260 1239 2209
501959,6003 3561 6134
501960,2758 4705 3593
501961,6739 3502 3294
501962,2400 412 1612
501963,1199 2395 2541
501964,7748 3587 6015
501965,6712 1678 1144
501966,6799 4243 529
501967,4427 4222 3539
501968,259 4014 5171
501969,7293 2231 3030
501970,5703 5097 8139
501971,3768 7502 1793
501972,4601 1297 765
501973,5331 7868 7603
501974,6737 2367 3162
501975,1706 7917 7686
501976,1840 4834 1123
501977,3252 4857 4306
501978,3975 7455 6455
501979,1480 655 670
501980,6794 1557 2787
501981,998 1444 2650
501982,4334 6985 7433
501983,5490 1647 972
501984,7644 1905 5826
501985,7551 5789 5079
501986,3049 7481 4771
501987,5173 7273 1470
501988,2599 7757 1312
501989,948 2625 6273
501990,7491 8100 3920
501991,6502 4767 3395
501992,6966 4161 4584
501993,421 2721 5962
501994,1310 2732 6580
501995,1698 6565 4722
501996,6030 7746 2745
501997,2031 4263 3646
501998,4507 4309 3383
501999,443 7110 1404
502000,677 432 1183
502001,5576 1755 1115
502002,2378 6058 5154
502003,6161 6945 1994
502004,3792 815 7974
502005,1232 1317 2326
502006,1082 279 2221
502007,4349 256 5369
502008,1436 7215 689
502009,17 1233 1737
502010,6766 7157 654
502011,3510 643 5390
502012,4540 5854 2335
502013,1931 4658 1331
502014,8073 5229 4403
502015,5630 2697 2749
502016,4073 4492 263
502017,6954 7344 4975
502018,920 1080 6917
502019,400 1740 5388
502020,1291 4567 5977
502021,1069 3540 2201
502022,5529 549 3032
502023,7906 814 2830
502024,684 1202 328
502025,4043 8005 7249
502026,6080 4006 2682
502027,6459 3011 5404
502028,354 4661 3360
502029,6819 6958 2801
502030,6185 5669 3982
502031,7857 2189 750
502032,3780 2883 5921
502033,207 6674 4944
502034,5915 4674 7622
502035,4212 4672 671
502036,5590 6686 7128
502037,4870 2319 2017
502038,1475 3183 2348
502039,4435 1552 6068
502040,7403 7714 6244
502041,1458 7000 2783
502042,3138 3017 5501
502043,7150 5974 6182
502044,6695 5321 3509
502045,5412 4322 5595
502046,5098 4572 5906
502047,3535 3132 65
502048,1583 3831 6990
502049,93 139 338
502050,2243 7832 2672
502051,7846 6343 8126
502052,3753 2009 6506
502053,3975 412 7700
502054,2000 1099 5286
502055,230 2929 6785
502056,108 7571 2594
502057,1958 7965 5434
502058,3884 6269 2225
502059,5386 1485 782
502060,697 7386 4305
502061,7759 4842 271
502062,3023 3178 6717
502063,182 7886 2040
502064,6585 4534 4424
502065,6930 3665 1805
502066,870 7783 4576
502067,4173 1070 4427
502068,7771 3335 7512
502069,6178 4991 6838
502070,4825 2802 7950
502071,3546 595 2518
502072,7310 305 2120
502073,3770 2589 3771
502074,4933 5550 4933
502075,4945 585 6434
502076,3592 3713 5753
502077,7698 6838 968
502078,4851 3187 6073
502079,2329 2882 4428
502080,7224 5240 6445
502081,7066 7650 4823
502082,1481 3553 5635
502083,4774 247 325
502084,7846 7590 2976
502085,4523 1794 6337
502086,6006 1680 1298
502087,882 434 5177
502088,6081 6852 7990
502089,4854 5954 700
502090,3602 1608 1984
502091,5329 3116 4083
502092,4723 5479 427
502093,5092 8021 2817
502094,287 5110 4676
502095,7031 7804 971
502096,252 1706 3105
502097,5259 2496 7780
502098,46 5560 7123
502099,4270 8018 260
502100,2686 2213 2177
502101,2216 3255 178
502102,1430 1382 2953
502103,7858 5036 4238
502104,6738 5679 4901
502105,2438 800 4183
502106,7639 7691 4334
502107,935 7191 3414
502108,6596 4871 5306
502109,502 2235 3190
502110,5033 2344 7775
502111,7963 7182 3520
502112,3523 3914 7888
502113,7774 6824 6210
502114,92 308 5456
502115,6021 5177 7590
502116,3829 4105 6859
502117,7496 572 2674
502118,1727 1654 2189
502119,4475 7849 5394
502120,5645 7770 3159
502121,2684 3972 3473
502122,6171 6336 6103
502123,665 7483 3299
502124,7587 2037 3823
502125,1926 1152 2651
502126,6963 307 2747
502127,7945 694 7306
502128,6127 6129 8070
502129,5134 529 5563
502130,5124 5451 1103
502131,2384 4829 3039
502132,826 6218 7797
502133,272 1811 3808
502134,844 4408 5426
502135,1399 2434 2564
502136,6345 6801 4477
502137,297 4165 3155
502138,939 5968 2944
502139,5424 7598 7578
502140,58 1704 5277
502141,4547 941 3760
502142,4611 164 1164
502143,5128 5693 3359
502144,6572 5370 673
502145,4328 188 3629
502146,5681 5771 4297
502147,1569 7942 2138
502148,3629 7665 4998
502149,5277 6797 5999
502150,2308 6792 6520
502151,4907 3210 3249
502152,1371 2284 7108
502153,7798 7777 3137
502154,6623 4934 743
502155,6114 5480 3853
502156,4345 4663 2364
502157,2440 4570 6948
502158,2235 730 495
502159,5974 1552 5144
502160,1487 5087 2132
502161,7382 1312 2778
502162,2524 7312 7487
502163,2528 2793 6449
502164,3427 1818 1154
502165,3771 437 6121
502166,2782 4241 5315
502167,1051 2311 6759
502168,3568 2395 8043
502169,6783 5602 7628
502170,7505 3267 6965
502171,8002 7517 2246
502172,6309 6266 1153
502173,1286 2891 2358
502174,1923 407 6520
502175,1883 3754 5782
502176,1932 6729 3318
502177,3569 411 1609
502178,6181 7911 3592
502179,2315 4436 1541
502180,762 1561 32
502181,4316 6912 4571
502182,4972 5118 505
502183,4479 7697 4675
502184,7656 2976 1526
502185,7332 3026 2547
502186,899 7143 2623
502187,6244 1927 4224
502188,4140 2621 7718
502189,1670 5739 7447
502190,2152 7116 4913
502191,3524 3342 4920
502192,5000 2557 395
502193,2687 4077 3453
502194,1842 7051 5184
502195,7663 6211 7542
502196,4261 1611 4756
502197,3900 3288 3142
502198,1802 6438 2538
502199,4012 2428 6906
502200,2511 2990 5704
502201,2144 7445 4578
502202,1276 7566 7224
502203,3774 7203 7275
502204,4103 249 1624
502205,1343 7231 7992
502206,5029 5450 4354
502207,2549 7957 7883
502208,4716 6923 2896
502209,6807 5453 3308
502210,6003 6765 812
502211,5389 3448 520
502212,6929 3199 3952
502213,180 7971 7266
502214,5310 7905 6318
502215,5684 1530 1184
502216,506 2882 3610
502217,7111 2880 6595
502218,4426 3687 2283
502219,1020 4063 7291
502220,8060 6052 7404
502221,5154 8053 6384
502222,431 1993 6485
502223,634 7110 5988
502224,872 6004 6126
502225,7709 2767 4763
502226,5168 2855 4617
502227,2970 804 7004
502228,1295 1771 7123
502229,4975 8034 3316
502230,1159 1850 379
502231,5934 7727 4208
502232,5076 6307 4589
502233,4633 5365 3521
502234,2558 2553 7027
502235,7386 688 1895
502236,6416 6618 7663
502237,6343 5947 6393
502238,1601 8034 7782
502239,2456 1912 2976
502240,104 2315 4050
502241,4058 6161 3303
502242,2649 6832 6828
502243,4091 7501 4930
502244,2194 4225 3856
502245,1014 2919 2568
502246,5396 6378 3082
502247,2700 2211 8043
502248,1586 1578 5614
502249,26 7579 2498
502250,3345 6803 7304
502251,7520 6313 7936
502252,175 222 3945
502253,2975 600 7417
502254,176 3666 647
502255,2860 5617 3151
502256,170 6173 4434
502257,7844 2173 6389
502258,1842 2049 2598
502259,4813 4893 6544
502260,2287 2514 6312
502261,4065 6978 7581
502262,4641 3740 2819
502263,329 3865 3499
502264,4151 4304 1863
502265,7839 221 1565
502266,1654 7262 655
502267,7129 6049 2584
502268,2348 372 4316
502269,7817 1464 5461
502270,2545 1326 7671
502271,3297 1192 3105
502272,429 289 6533
502273,4533 4288 826
502274,2086 4782 3911
502275,1824 8136 6870
502276,1863 1607 3845
502277,7316 2779 7698
502278,2191 215 7991
502279,4845 5063 2435
502280,5954 3508 6640
502281,6902 7383 2240
502282,2597 7273 3839
502283,5130 2922 3277
502284,5666 141 7397
502285,6811 4475 2268
502286,2949 7089 3650
502287,8004 4089 2552
502288,969 696 5807
502289,2261 6425 5878
502290,4062 524 3693
502291,3239 2694 3933
502292,7678 3506 6562
502293,4669 5422 3440
502294,2593 4408 4645
502295,1667 1073 480
502296,4859 5577 5643
502297,2854 1252 7258
502298,8018 2352 7287
502299,7447 5669 4778
502300,2485 7300 73
502301,5936 5598 2812
502302,6275 4069 1032
502303,7882 2428 1989
502304,6006 1099 5746
502305,5470 1680 1176
502306,212 6408 2186
502307,1534 8060 2924
502308,2948 6269 408
502309,4759 5599 5002
502310,4678 1421 4635
502311,7676 4628 8038
502312,1853 3107 5011
502313,4748 75 5106
502314,2032 5925 4939
502315,3497 3222 6541
502316,5680 4156 4805
502317,4505 7966 3919
502318,5237 1458 7475
502319,333 4172 2844
502320,5328 6935 2767
502321,8073 1979 3389
502322,958 1908 748
502323,3590 2894 5432
502324,1773 6551 943
502325,7238 5092 1697
502326,7495 605 1516
502327,3922 3315 3934
502328,1122 5810 4159
502329,6122 7634 3042
502330,308 4380 6926
502331,6640 2206 5092
502332,7727 711 3527
502333,2786 284 7416
502334,689 7362 5314
502335,33 7442 6304
502336,3563 1397 2050
502337,4824 1582 2504
502338,7770 7939 261
502339,2052 1363 5458
502340,3326 3939 1578
502341,6825 6686 1069
502342,7921 2901 946
502343,1669 2249 1965
502344,7374 3977 3685
502345,1829 2317 6787
502346,4111 1579 3795
502347,7019 5454 6098
502348,5917 6377 1854
502349,702 7284 2400
502350,8107 4058 5588
502351,2111 6976 7117
502352,3411 6956 7388
502353,427 5538 1513
502354,5490 1286 2259
502355,1386 3546 6212
502356,177 5714 3016
502357,1264 3025 2411
502358,1826 4193 5207
502359,5698 1791 7287
502360,954 5237 1616
502361,2842 5453 2025
502362,8116 6718 6290
502363,1731 3946 875
502364,1787 7187 1515
502365,3430 6116 5450
502366,1594 4779 1992
502367,6304 2964 1376
502368,2158 2441 3067
502369,2640 368 3287
502370,7370 3230 1252
502371,1490 5186 3610
502372,6689 4440 2138
502373,3760 7259 7850
502374,3685 6693 7643
502375,6488 12 7196
502376,8115 1523 3704
502377,6011 5380 4591
502378,4008 7164 308
502379,5279 5947 1575
502380,2014 5327 4244
502381,3845 1136 6359
502382,3051 2813 3257
502383,814 168 2354
502384,3039 6658 5864
502385,3451 4971 2248
502386,5350 4974 1028
502387,1015 7901 2682
502388,3565 7209 2537
502389,2415 321 5363
502390,6719 1005 4333
502391,4931 7670 6653
502392,2350 2430 713
502393,2184 6007 7027
502394,5404 2652 1638
502395,7510 193 5335
502396,1621 6676 2794
502397,2384 3955 2061
502398,7812 4164 5807
502399,1449 6972 4466
502400,3651 3034 6642
502401,1917 5426 4993
502402,8130 5726 3569
502403,1314 3173 5529
502404,550 4126 7360
502405,5140 2220 2634
502406,5093 2042 4506
502407,5033 1767 1214
502408,6054 212 1234
502409,6140 6665 1619
502410,972 6779 6163
502411,5592 7792 4890
502412,5539 5145 4423
502413,4611 7290 7186
502414,6387 7618 5016
502415,7941 6130 1064
502416,581 511 356
502417,2653 1346 2208
502418,4939 1892 1196
502419,1032 3480 1759
502420,2052 5005 311
502421,668 1009 1661
502422,4863 7509 783
502423,1478 579 2434
502424,7972 6761 2511
502425,5822 6972 7442
502426,2684 2636 5407
502427,3526 1113 6451
502428,6568 6402 4527
502429,4771 550 6121
502430,6096 2043 1029
502431,3263 5386 3127
502432,592 878 1450
502433,2569 8012 3437
502434,5280 7565 3675
502435,974 3928 7064
502436,2506 2711 7483
502437,6436 6056 6462
502438,4063 6131 6502
502439,7450 7188 7833
502440,6573 5907 6559
502441,3428 7046 6096
502442,2253 5250 5850
502443,1270 6326 6617
502444,860 7655 6010
502445,8138 2026 1315
502446,1878 7831 3161
502447,1580 2465 5349
502448,3735 7651 826
502449,6106 701 1239
502450,481 4832 2207
502451,2228 7400 516
502452,7967 692 5425
502453,5000 3293 626
502454,4048 642 7428
502455,4414 7740 7241
502456,4932 8049 2043
502457,1879 46 60
502458,5176 2188 700
502459,5814 1254 4017
502460,811 1097 1862
502461,887 7912 4850
502462,7149 4403 799
502463,62 2343 4495
502464,4516 7739 1825
502465,3518 6538 3128
502466,2181 7164 3605
502467,769 7553 6037
502468,1476 8038 4595
502469,2741 7068 7801
502470,1129 7295 2124
502471,4619 5808 300
502472,6490 5477 5044
502473,3680 4451 6935
502474,3593 7328 6417
502475,1343 6370 2543
502476,6973 7229 91
502477,1212 926 4973
502478,3891 2664 6957
502479,3344 5308 269
502480,3334 920 5091
502481,6725 7924 6964
502482,4073 7171 4823
502483,3981 1763 6190
502484,4808 3826 2030
502485,3683 7834 5690
502486,3369 4007 4270
502487,5248 5805 2726
502488,5891 3110 2309
502489,6173 4218 685
502490,238 3836 2427
502491,2401 4029 6157
502492,7740 4155 6635
502493,2739 7785 2048
502494,1641 5202 5493
502495,5623 435 7742
502496,202 1239 7100
502497,4483 4849 2857
502498,7233 7473 962
502499,5107 1449 2888
502500,7282 244 6562
502501,5703 1144 165
502502,7480 7345 1541
502503,6483 2971 4416
502504,2131 6147 1676
502505,7165 343 2261
502506,6966 6384 6323
502507,1213 3333 6703
502508,2967 7056 3529
502509,2236 7396 7753
502510,1794 2628 8076
502511,7029 5383 5604
502512,4467 6226 4883
502513,3420 4989 3143
502514,5791 4998 3114
502515,7521 3575 2694
502516,4297 2205 4668
502517,7886 4492 3169
502518,5708 2811 1485
502519,4622 2568 1953
502520,6487 30 4741
502521,6724 5385 4732
502522,2131 6044 4961
502523,7402 7468 3481
502524,2964 4374 6336
502525,71 723 8088
502526,5898 2214 3173
502527,3204 5373 2272
502528,7299 7901 6412
502529,7086 938 2325
502530,10 3997 8089
502531,3554 2696 7009
502532,4719 5808 4132
502533,2033 4520 4512
502534,7116 2358 2016
502535,1263 3405 209
502536,7367 1532 5397
502537,7656 496 6933
502538,3818 6548 2132
502539,1657 7437 4396
502540,6999 1207 8020
502541,5010 1844 7194
502542,1563 984 358
502543,7441 7756 7387
502544,3988 7957 1775
502545,1158 7841 7759
502546,684 1213 3609
502547,2501 220 4984
502548,1531 2234 7218
502549,49 5497 5179
502550,5203 7627 2198
502551,2435 1090 7230
502552,2501 3004 5803
502553,1568 201 5864
502554,3214 7348 6342
502555,1896 1392 5276
502556,3244 5224 6987
502557,7061 5675 7653
502558,3785 3186 4387
502559,1613 3550 6333
502560,6617 6512 1692
502561,6534 7656 7679
502562,6992 1502 6992
502563,585 8009 3283
502564,7846 7290 6826
502565,6878 3181 5205
502566,1220 5550 7437
502567,2416 5768 3939
502568,4348 2204 7960
502569,6757 2373 418
502570,4957 892 2581
502571,2956 3812 73
502572,1159 5595 7180
502573,2717 3053 2945
502574,3831 5519 1415
502575,231 7451 6270
502576,5959 2985 2168
502577,2253 3535 5900
502578,996 715 1298
502579,2104 7517 84
502580,2678 6485 8134
502581,6154 3224 5005
502582,3135 7620 1599
502583,5793 6711 610
502584,3475 1657 3355
502585,4136 355 3089
502586,4791 6640 6589
502587,5379 5115 2135
502588,1029 4229 1089
502589,3352 6949 7798
502590,4158 2109 6352
502591,349 2022 4974
502592,7579 7975 2606
502593,7677 1698 7131
502594,1957 2498 554
502595,6523 3066 2753
502596,430 7752 7341
502597,2615 6199 851
502598,3772 6716 5942
502599,4425 1585 2247
502600,1290 2758 1595
502601,3221 6941 6029
502602,3578 4709 2149
502603,603 2950 2966
502604,5274 3791 3900
502605,3368 454 206
502606,5268 6467 6016
502607,5698 5785 2243
502608,490 6866 6341
502609,6754 1615 3573
502610,2701 4537 2742
502611,7050 5907 5928
502612,590 8089 5190
502613,4897 730 387
502614,6366 1946 716
502615,1696 1837 4922
502616,5027 7161 3849
502617,7485 7050 7108
502618,4297 2155 2767
502619,6519 4790 4468
502620,4036 1622 373
502621,4848 3532 75
502622,1294 3035 261
502623,4963 5424 4574
502624,8052 7747 5657
502625,1132 2989 7228
502626,7724 821 3802
502627,2729 4499 1028
502628,5190 1770 7704
502629,7127 489 7280
502630,2125 1788 3666
502631,7104 2186 6071
502632,2991 7405 2593
502633,243 296 4087
502634,1641 1503 4201
502635,3965 4967 865
502636,4383 2207 3119
502637,148 1165 4766
502638,6892 6822 6609
502639,106 7606 4225
502640,1245 7588 7637
502641,7690 6098 148
502642,4352 1539 7089
502643,2521 4008 7421
502644,3265 6545 7287
502645,1377 497 2911
502646,4492 5124 3807
502647,2667 2623 1235
502648,3492 1533 6513
502649,6717 5826 31
502650,2176 2422 5421
502651,7303 6771 1899
502652,1149 4946 3231
502653,7265 2690 8115
502654,6775 4978 5878
502655,1624 6182 5389
502656,6750 5844 3370
502657,4430 5761 6342
502658,4936 2283 5935
502659,4411 4307 1093
502660,5102 4549 1637
502661,6827 1043 5651
502662,3536 347 1742
502663,7007 7224 4930
502664,7097 3407 3283
502665,5122 7091 1146
502666,1936 4417 1600
502667,4151 6848 3001
502668,3507 6759 3505
502669,286 6670 5469
502670,2402 7415 6218
502671,4689 3428 6532
502672,6322 3711 7009
502673,3786 4806 5834
502674,5134 2212 4905
502675,714 3535 127
502676,2916 280 3673
502677,409 7847 4031
502678,981 3687 7268
502679,96 7746 4387
502680,6107 5020 634
502681,34 871 2896
502682,2485 5939 655
502683,9 7462 3368
502684,3092 5905 4693
502685,2600 2680 6853
502686,3667 6552 1763
502687,6409 1623 2000
502688,3722 5361 3323
502689,1083 5009 6987
502690,7981 2423 3402
502691,4422 2212 3509
502692,3581 65 298
502693,3057 5681 2076
502694,5387 888 6489
502695,1518 2334 872
502696,5735 2525 30
502697,7998 4728 8020
502698,5117 5826 58
502699,750 3971 3853
502700,1563 8095 7866
502701,1717 5587 1595
502702,5734 721 3615
502703,5750 2759 38
502704,7368 1116 6866
502705,5552 2422 1818
502706,694 1773 6642
502707,7807 5538 2329
502708,4901 4608 2011
502709,611 6688 978
502710,2321 2899 4134
502711,7020 2853 4071
502712,7066 5555 7395
502713,4370 2228 7565
502714,6720 7572 7574
502715,5054 4347 5618
502716,2852 2254 1945
502717,1102 7542 207
502718,134 7960 1602
502719,6284 3856 5888
502720,859 2970 1876
502721,7199 1197 4764
502722,7915 2419 3353
502723,2910 912 5538
502724,905 6175 6861
502725,3612 6945 3192
502726,3971 341 5181
502727,1241 5758 7122
502728,2210 5110 171
502729,4184 1136 1346
502730,3441 5376 2298
502731,442 3114 6051
502732,4498 7620 7568
502733,2975 1006 3654
502734,676 8013 5061
502735,793 4649 6694
502736,1082 462 1658
502737,2670 4004 380
502738,2673 289 6829
502739,1153 6526 4488
502740,6193 1984 3349
502741,5630 6723 5158
502742,3633 7707 4736
502743,2138 6420 541
502744,1328 274 464
502745,2677 4593 279
502746,4961 696 6019
502747,5716 203 6319
502748,8073 2894 6875
502749,2961 3130 108
502750,2979 3251 6454
502751,1299 5475 6172
502752,4479 4857 5501
502753,2426 2303 1790
502754,677 3699 4623
502755,7820 308 1718
502756,4672 7432 6052
502757,7284 7303 5454
502758,631 3176 205
502759,5909 3997 5200
502760,1542 880 2097
502761,7073 3827 1817
502762,2462 2916 7296
502763,7489 673 142
502764,2720 3805 2596
502765,7832 5208 2800
502766,6839 4326 2983
502767,3645 7544 7062
502768,8050 1120 8059
502769,3312 4843 7352
502770,131 3847 6973
502771,4574 4502 5682
502772,5537 1517 7376
502773,2013 698 2671
502774,4435 1259 5843
502775,1828 3309 724
502776,7094 5172 494
502777,1507 336 4171
502778,5248 1462 3831
502779,4589 6983 2060
502780,6065 1252 2806
502781,1577 1468 6657
502782,7268 5664 2085
502783,7962 4293 7000
502784,3881 6734 1666
502785,5891 7550 5032
502786,1850 148 5724
502787,1861 5242 6645
502788,1050 2856 3654
502789,2713 341 809
502790,2739 6639 6144
502791,579 3925 2847
502792,2111 922 3697
502793,1450 5503 3754
502794,3370 3347 5812
502795,8104 6517 4693
502796,3073 5423 6662
502797,2845 7342 6231
502798,5248 185 3412
502799,133 3156 1035
502800,7048 7638 5415
502801,126 7679 5945
502802,6071 3066 1271
502803,6980 1636 526
502804,6292 6410 5882
502805,203 8092 7879
502806,4872 6123 1480
502807,6801 7062 5031
502808,6608 5576 4794
502809,5036 5248 4903
502810,322 7507 3482
502811,5259 3971 537
502812,6034 5413 6441
502813,2923 137 5982
502814,3456 1718 1018
502815,6433 7102 5337
502816,3673 3735 1039
502817,2395 6471 352
502818,294 1235 5683
502819,2592 6776 6314
502820,137 6069 6654
502821,2299 7907 6071
502822,4885 5535 1480
502823,90 7007 2612
502824,457 1821 2346
502825,767 6650 3129
502826,3578 5215 2413
502827,3191 923 67
502828,3474 4222 6935
502829,5919 4589 4980
502830,7185 433 5483
502831,1588 5726 6599
502832,6265 8002 4073
502833,5177 4095 743
502834,7418 2642 2337
502835,7800 2642 3237
502836,7747 7253 7624
502837,6104 7051 8072
502838,1987 2826 2810
502839,5431 6284 3266
502840,1933 6897 3645
502841,1580 190 8071
502842,4142 3666 1716
502843,3381 7347 6910
502844,3650 5663 5921
502845,3228 2327 4414
502846,879 5950 7956
502847,4212 7397 4830
502848,4722 6524 446
502849,1573 2994 4334
502850,7263 7348 1557
502851,3663 7768 7793
502852,2189 1560 8132
502853,7591 3537 6917
502854,6002 1890 7487
502855,2778 5133 7624
502856,3578 5203 5038
502857,4868 2511 252
502858,3259 3048 4637
502859,8037 3185 57
502860,2755 4535 7354
502861,6558 7772 1952
502862,7745 5191 2565
502863,1843 4265 4241
502864,5361 7067 5818
502865,3065 7394 2803
502866,1891 7751 1761
502867,5789 704 5717
502868,6624 3903 4615
502869,355 2825 4225
502870,5399 7550 3175
502871,1866 3944 5016
502872,5723 300 1422
502873,3295 2956 372
502874,723 1146 2176
502875,351 5004 1959
502876,3180 1448 3913
502877,4142 2777 258
502878,13 4870 670
502879,7363 108 3493
502880,1490 1534 7426
502881,2995 3210 4978
502882,7786 3248 5443
502883,3128 21 7889
502884,4535 4361 1573
502885,6469 4351 2055
502886,3917 2159 1160
502887,2460 3458 4909
502888,7038 5771 2666
502889,4240 412 4428
502890,6602 2039 1848
502891,1604 681 6356
502892,3051 5899 2859
502893,3908 3314 1493
502894,7500 984 5165
502895,8086 7252 7222
502896,4243 4018 1203
502897,5016 4104 4332
502898,991 626 537
502899,3953 4590 2739
502900,3506 1330 1356
502901,4503 2580 4455
502902,4454 548 3681
502903,6765 1714 3209
502904,4471 596 4061
502905,1248 1341 4205
502906,7752 1490 1145
502907,3380 6296 4018
502908,7905 6610 563
502909,7883 5916 3390
502910,7564 2859 5699
502911,4525 5787 7232
502912,1064 4228 4483
502913,1940 3865 3987
502914,2757 7120 707
502915,433 4023 1803
502916,333 6363 6860
502917,5533 1496 5309
502918,4559 77 7090
502919,2777 2289 2071
502920,4565 1697 1603
502921,6504 5055 7273
502922,5979 2589 2410
502923,4652 6412 5539
502924,154 3823 4000
502925,6976 5670 3455
502926,3278 1792 486
502927,332 4129 1494
502928,1922 1866 6779
502929,3115 7153 1689
502930,1435 3735 247
502931,2711 5004 1128
502932,5797 3605 1522
502933,7611 1784 489
502934,3258 1482 903
502935,3016 1700 7133
502936,2193 5402 6005
502937,3158 925 6208
502938,8034 405 4569
502939,6098 117 4666
502940,2045 3896 376
502941,2694 4793 2755
502942,6149 7040 683
502943,3913 369 1022
502944,3391 255 3270
502945,2156 6407 1105
502946,967 5790 2994
502947,5471 1858 2788
502948,6533 1592 7327
502949,1808 3203 4314
502950,4409 612 219
502951,2369 883 7809
502952,681 6148 6946
502953,7077 583 5102
502954,1299 6092 2816
502955,4721 7225 2538
502956,4371 7766 1354
502957,3150 6227 675
502958,4068 5894 4403
502959,1059 5837 3871
502960,3900 2293 3598
502961,405 1305 5331
502962,3341 1843 1659
502963,4824 5449 7640
502964,6198 7669 6996
502965,7793 5181 1440
502966,1983 3929 3594
502967,4560 950 130
502968,2822 1869 1822
502969,2755 3144 7391
502970,1201 1987 1652
